SczhEnG_1	adi_Scaffold1505	88.297	1239	120	9	2617	3839	62783	64012	0.0	1461
SczhEnG_1	adi_Scaffold1505	91.755	849	62	3	1333	2180	61277	62118	0.0	1173
SczhEnG_1	adi_Scaffold1505	88.071	394	36	6	2236	2618	62332	62725	3.60e-125	457
SczhEnG_1	adi_Scaffold1505	90.400	250	21	2	1086	1333	60721	60969	1.06e-85	326
SczhEnG_5	adi_Scaffold1268	83.895	267	30	10	26085	26345	72533	72274	8.31e-60	243
SczhEnG_5	adi_Scaffold1268	79.239	289	44	9	116214	116492	72277	72559	1.09e-48	206
SczhEnG_7	adi_Scaffold9	95.890	73	3	0	1145	1217	576497	576569	1.95e-24	119
SczhEnG_8	adi_Scaffold18	100.000	40	0	0	1442	1481	555257	555218	4.50e-11	75.0
SczhEnG_9	adi_Scaffold2123	94.320	493	18	5	98985	99472	41009	40522	0.0	747
SczhEnG_9	adi_Scaffold2123	95.187	187	9	0	98632	98818	41417	41231	1.62e-75	296
SczhEnG_10	adi_Scaffold1908	79.932	2063	317	70	118447	120442	36882	34850	0.0	1426
SczhEnG_11	adi_Scaffold2108	92.779	1925	115	9	2630	4535	17615	15696	0.0	2763
SczhEnG_11	adi_Scaffold2108	90.410	2023	126	25	6436	8416	12691	10695	0.0	2599
SczhEnG_11	adi_Scaffold2108	89.662	1422	94	21	4645	6040	15131	13737	0.0	1762
SczhEnG_11	adi_Scaffold2108	89.752	1249	66	24	8435	9658	10608	9397	0.0	1541
SczhEnG_11	adi_Scaffold2108	89.888	356	20	6	6109	6449	13718	13364	7.94e-121	444
SczhEnG_11	adi_Scaffold2108	94.902	255	13	0	10752	11006	9395	9141	1.74e-107	399
SczhEnG_11	adi_Scaffold2108	93.091	275	14	1	11265	11534	8244	7970	6.27e-107	398
SczhEnG_12	adi_Scaffold1590	89.498	1076	75	12	69740	70782	51611	50541	0.0	1327
SczhEnG_12	adi_Scaffold1590	88.308	804	64	11	70873	71650	48976	48177	0.0	937
SczhEnG_12	adi_Scaffold1590	93.333	90	6	0	70781	70870	50306	50217	4.16e-27	134
SczhEnG_13	adi_Scaffold254	88.089	1167	106	17	47767	48905	101788	102949	0.0	1354
SczhEnG_13	adi_Scaffold254	86.863	746	81	8	47766	48498	101733	100992	0.0	819
SczhEnG_17	adi_Scaffold2165	82.716	405	61	5	23588	23987	1895	2295	2.78e-93	351
SczhEnG_20	adi_Scaffold134	88.095	84	9	1	1068	1150	80045	79962	1.84e-18	99.0
SczhEnG_21	adi_Scaffold1291	83.711	1811	256	22	3701	5501	80985	82766	0.0	1674
SczhEnG_22	adi_Scaffold3215	79.206	428	68	16	8571	8989	8351	8766	1.87e-71	278
SczhEnG_22	adi_Scaffold3215	79.021	429	58	15	8571	8996	8351	8750	1.46e-67	265
SczhEnG_22	adi_Scaffold3215	75.354	353	59	20	8605	8933	8405	8753	1.98e-31	145
SczhEnG_22	adi_Scaffold3215	75.067	373	60	20	8673	9040	8406	8750	7.12e-31	143
SczhEnG_23	adi_Scaffold1268	82.552	384	51	12	17222	17599	72652	72279	1.06e-84	324
SczhEnG_24	adi_Scaffold209	82.231	529	78	15	10902	11423	221420	220901	8.22e-120	442
SczhEnG_28	scaffold_284	96.970	33	1	0	53	85	101598	101566	2.37e-05	56.5
SczhEnG_29	adi_Scaffold370	86.392	316	33	8	1667	1975	68508	68196	8.19e-90	337
SczhEnG_31	adi_Scaffold144	90.435	115	9	1	1201	1313	221991	221877	5.73e-34	150
SczhEnG_32	adi_Scaffold1156	90.244	123	12	0	3968	4090	25949	25827	8.72e-42	180
SczhEnG_34	adi_Scaffold943	94.366	142	7	1	23714	23854	5261	5120	1.28e-52	217
SczhEnG_36	adi_Scaffold2602	98.176	877	15	1	7030	7906	32226	31351	0.0	1530
SczhEnG_36	adi_Scaffold2602	96.907	679	18	1	7939	8617	31348	30673	0.0	1134
SczhEnG_36	adi_Scaffold2602	92.424	66	5	0	8718	8783	29031	28966	4.97e-16	95.3
SczhEnG_38	adi_Scaffold1387	93.182	88	6	0	1902	1989	58621	58708	1.77e-27	130
