ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	ProSitePatterns	PS01186	EGF-like domain signature 2.	373	386	-	T	03-10-2017	IPR013032	EGF-like, conserved site	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Pfam	PF00059	Lectin C-type domain	110	214	3.6E-16	T	03-10-2017	IPR001304	C-type lectin-like	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Gene3D	G3DSA:2.10.25.10		243	276	5.1E-9	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	ProSitePatterns	PS01186	EGF-like domain signature 2.	241	254	-	T	03-10-2017	IPR013032	EGF-like, conserved site	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SUPERFAMILY	SSF57196		350	388	6.42E-7	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SUPERFAMILY	SSF56436		76	216	1.07E-36	T	03-10-2017	IPR016187	C-type lectin fold	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	CDD	cd00054	EGF_CA	347	387	5.74674E-6	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	ProSitePatterns	PS00615	C-type lectin domain signature.	185	212	-	T	03-10-2017	IPR018378	C-type lectin, conserved site	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Gene3D	G3DSA:2.10.25.10		351	390	3.2E-11	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Gene3D	G3DSA:3.90.215.10		391	529	3.0E-24	T	03-10-2017	IPR014716	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Pfam	PF00147	Fibrinogen beta and gamma chains, C-terminal globular domain	390	458	8.6E-21	T	03-10-2017	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	ProSiteProfiles	PS50041	C-type lectin domain profile.	97	213	21.876	T	03-10-2017	IPR001304	C-type lectin-like	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SUPERFAMILY	SSF57196		215	258	7.95E-6	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SMART	SM00179		215	255	4.2E-7	T	03-10-2017	IPR001881	EGF-like calcium-binding domain	GO:0005509
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SMART	SM00179		347	387	5.1E-7	T	03-10-2017	IPR001881	EGF-like calcium-binding domain	GO:0005509
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SMART	SM00179		311	340	0.017	T	03-10-2017	IPR001881	EGF-like calcium-binding domain	GO:0005509
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	PANTHER	PTHR24034		213	399	2.7E-38	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SMART	SM00181		218	255	0.0026	T	03-10-2017	IPR000742	EGF-like domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SMART	SM00181		308	340	210.0	T	03-10-2017	IPR000742	EGF-like domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SMART	SM00181		350	387	0.0049	T	03-10-2017	IPR000742	EGF-like domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	232	243	-	T	03-10-2017	IPR000152	EGF-type aspartate/asparagine hydroxylation site	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	CDD	cd00054	EGF_CA	310	333	5.27698E-5	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Gene3D	G3DSA:3.10.100.10		49	214	1.5E-34	T	03-10-2017	IPR016186	C-type lectin-like/link domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	PANTHER	PTHR24034:SF61		213	399	2.7E-38	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SUPERFAMILY	SSF57196		308	339	1.11E-6	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Gene3D	G3DSA:2.40.155.10		323	350	2.9E-11	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SMART	SM00034		90	213	1.6E-30	T	03-10-2017	IPR001304	C-type lectin-like	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Pfam	PF12947	EGF domain	310	336	1.9E-7	T	03-10-2017	IPR024731	EGF domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	ProSiteProfiles	PS50026	EGF-like domain profile.	347	387	14.887	T	03-10-2017	IPR000742	EGF-like domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	Gene3D	G3DSA:2.10.25.10		291	322	2.9E-6	T	03-10-2017
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	ProSiteProfiles	PS51406	Fibrinogen C-terminal domain profile.	384	454	21.974	T	03-10-2017	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	SUPERFAMILY	SSF56496		389	455	6.93E-24	T	03-10-2017	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	
ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA|>ofav_00020555-RA	27d4b6e313ef2a2c60c24155dbca03da	613	CDD	cd00054	EGF_CA	215	255	6.44074E-6	T	03-10-2017
