ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	Gene3D	G3DSA:1.10.10.10		1121	1167	6.4E-8	T	05-09-2017	IPR011991	Winged helix-turn-helix DNA-binding domain	
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	ProSiteProfiles	PS50293	TPR repeat region circular profile.	997	1030	7.374	T	05-09-2017	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	SMART	SM00382		510	668	0.03	T	05-09-2017	IPR003593	AAA+ ATPase domain	
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	SMART	SM00382		52	210	0.03	T	05-09-2017	IPR003593	AAA+ ATPase domain	
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	PANTHER	PTHR19959		983	1165	4.9E-20	T	05-09-2017
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	CDD	cd00009	AAA	512	599	0.00393765	T	05-09-2017
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	SUPERFAMILY	SSF52540		22	139	7.99E-22	T	05-09-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	SUPERFAMILY	SSF52540		170	308	7.99E-22	T	05-09-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	CDD	cd00009	AAA	54	141	0.00393765	T	05-09-2017
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	Gene3D	G3DSA:3.30.70.100		1075	1120	9.9E-13	T	05-09-2017
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	Gene3D	G3DSA:3.30.70.100		1047	1074	2.0E-5	T	05-09-2017
ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA|>ofav_00036360-RA	bf089e9e2a7c8d415fcc013c27c5d8dc	1173	SUPERFAMILY	SSF48452		997	1151	4.56E-16	T	05-09-2017	IPR011990	Tetratricopeptide-like helical domain	GO:0005515
